,summary,Winter,Energie,Krieg,Krise,word
fehler +++,2.7306444257732916,-0.2322281829841996,-0.3197664636380413,0.23159810102112613,-0.31943481469950563,fehler +++
der wintershall-dea-chef,2.794790141758798,-0.2554475685854536,-0.3429858492392955,0.24514792666628724,-0.3426542003007596,der wintershall-dea-chef
Mario,2.9710661242038814,-0.3166114010274617,-0.4041496816813032,0.2785746875717668,-0.4038180327427678,Mario
wintershall-dea-chef mario,2.9710661242038814,-0.3166114010274617,-0.4041496816813032,0.2785746875717668,-0.4038180327427678,wintershall-dea-chef mario
Mehren,3.05784135356406,-0.34539977525939825,-0.43293805591323997,0.2932572107133868,-0.4326064069747043,Mehren
mario mehr,3.05784135356406,-0.34539977525939825,-0.43293805591323997,0.2932572107133868,-0.4326064069747043,mario mehr
mehr räum,3.2102011709890665,-0.3940241535150289,-0.4815624341688708,0.3166659491488105,-0.48123078523033486,mehr räum
räum russland,3.9280774316912805,-0.595840651297029,-0.6833789319508708,0.3981197435945616,-0.6830472830123349,räum russland
unterschätzt,3.381766554495333,-0.4460887704670889,-0.5336270511209308,0.33995057826122255,-0.5332954021823949,unterschätzt
putin unterschätz,3.381766554495333,-0.4460887704670889,-0.5336270511209308,0.33995057826122255,-0.5332954021823949,putin unterschätz
Rückblickend,2.878567422185729,-0.2849832957866297,-0.3725215764404715,0.2616845274893242,-0.37218992750193564,Rückblickend
natürlich,2.715972564139872,-0.2268406563236389,-0.31437893697748065,0.22838207992351897,-0.31404728803894505,natürlich
rückblickend natürlich,2.715972564139872,-0.2268406563236389,-0.31437893697748065,0.22838207992351897,-0.31404728803894505,rückblickend natürlich
natürlich sag,2.666682260478391,-0.20852564892076583,-0.29606392957460775,0.21723900583381117,-0.29573228063607193,natürlich sag
sag spätestens,2.579033737901353,-0.1751053568367894,-0.2626436374906311,0.19603219924238746,-0.2623119885520954,sag spätestens
2014/2015,2.5481945573245564,-0.16307563991938878,-0.2506139205732305,0.1881089245534419,-0.2502822716346949,2014/2015
spätestens 2014/2015,2.5481945573245564,-0.16307563991938878,-0.2506139205732305,0.1881089245534419,-0.2502822716346949,spätestens 2014/2015
An…,2.5017253484344324,-0.1446711814580037,-0.23220946211184537,0.1756751389676836,-0.23187781317330977,An…
2014/2015 an…,2.5017253484344324,-0.1446711814580037,-0.23220946211184537,0.1756751389676836,-0.23187781317330977,2014/2015 an…
+11858,2.4916155434663794,-0.14062186097253448,-0.22816014162637632,0.1728874752833084,-0.22782849268784058,+11858
an… +11858,2.4916155434663794,-0.14062186097253448,-0.22816014162637632,0.1728874752833084,-0.22782849268784058,an… +11858
+11858 chars,2.4782877777628234,-0.13525845778696755,-0.2227967384408093,0.16916564769060266,-0.2224650895022737,+11858 chars
Trübes,2.6342165675321993,1.2393493282918902,-0.28381464886160845,-0.4907862107253645,-0.28348299992307296,Trübes
wintereinbruch trüb,2.6342165675321993,1.2393493282918902,-0.28381464886160845,-0.4907862107253645,-0.28348299992307296,wintereinbruch trüb
trüb wochenende,2.7484073718092374,1.2984832635592787,-0.32625043529023706,-0.5332219971539929,-0.32591878635170135,trüb wochenende
Schneefällen,3.5978833426452446,1.57059994008921,-0.5955745410698416,-0.8025461029335974,-0.595242892131306,Schneefällen
wochenende schneefall,3.5978833426452446,1.57059994008921,-0.5955745410698416,-0.8025461029335974,-0.595242892131306,wochenende schneefall
schneefall erwart,2.792559569584616,1.319209530449985,-0.3421874126251873,-0.5491589744889434,-0.3418557636866516,schneefall erwart
Glättegefahr,2.621438582533292,1.2321768367748585,-0.278952073288586,-0.48592363515234177,-0.2786204243500502,Glättegefahr
erwart glättegefahr,2.621438582533292,1.2321768367748585,-0.278952073288586,-0.48592363515234177,-0.2786204243500502,erwart glättegefahr
glättegefahr wintereinbruch,2.4856043349688055,1.147604145220305,-0.2257446520289152,-0.43271621389267106,-0.22541300309037948,glättegefahr wintereinbruch
wintereinbruch sachsen-anhalt,2.6033972361075954,1.221839973832214,-0.2720460503030095,-0.4790176121667653,-0.27171440136447367,wintereinbruch sachsen-anhalt
sachsen-anhalt freitagnachmittag,2.5362855951932617,1.1810711178443996,-0.24592947553593944,-0.45290103739969534,-0.24559782659740365,sachsen-anhalt freitagnachmittag
weiten,2.467455073211855,1.1349975143625486,-0.21841611364871605,-0.42538767551247203,-0.2180844647101803,weiten
freitagnachmittag weit,2.467455073211855,1.1349975143625486,-0.21841611364871605,-0.42538767551247203,-0.2180844647101803,freitagnachmittag weit
teil land,2.4359583107399274,1.1122762220820677,-0.2055690647840261,-0.4125406266477819,-0.20523741584549027,teil land
land schnei,2.425247952732279,1.1042937089111529,-0.2011625966123956,-0.4081341584761516,-0.20083094767385992,land schnei
der morgen,2.4058529707604124,1.0894899855545903,-0.1931333351761761,-0.40010489703993196,-0.19280168623764024,der morgen
morgen start,2.397020354623057,1.0825944117778654,-0.18945527602435017,-0.396426837888106,-0.18912362708581457,morgen start
start angabe,2.3818969859608634,1.0705555480539408,-0.18312605203070242,-0.3900976138944583,-0.18279440309216666,start angabe
angabe deutsch,2.3692035432434366,1.0602173334125156,-0.17778266986438687,-0.3847542317281427,-0.17745102092585113,angabe deutsch
Wetterdienstes,2.359418255035952,1.0520971336566276,-0.17364391544805388,-0.38061547731180956,-0.17331226650951795,Wetterdienstes
deutsch wetterdienst,2.359418255035952,1.0520971336566276,-0.17364391544805388,-0.38061547731180956,-0.17331226650951795,deutsch wetterdienst
DWD,2.345041035145602,1.0399205393621973,-0.16753172964171184,-0.37450329150546774,-0.16720008070317607,DWD
wetterdienst dwd,2.345041035145602,1.0399205393621973,-0.16753172964171184,-0.37450329150546774,-0.16720008070317607,wetterdienst dwd
dwd zunächst,2.340833798833296,1.0363004872101738,-0.1657360190895031,-0.372707580953259,-0.16540437015096737,dwd zunächst
bedeckt,2.333567054500324,1.0299859030180178,-0.16262685048591033,-0.3695984123496661,-0.16229520154737465,bedeckt
zunächst bedeckt,2.333567054500324,1.0299859030180178,-0.16262685048591033,-0.3695984123496661,-0.16229520154737465,zunächst bedeckt
vereinzelten,2.1418376735483884,0.8282826826773667,-0.07689301539734046,-0.2838645772610964,-0.07656136645880475,vereinzelten
bedeckt vereinzelt,2.1418376735483884,0.8282826826773667,-0.07689301539734046,-0.2838645772610964,-0.07656136645880475,bedeckt vereinzelt
Regenschauern,2.134163584917328,0.8184536357682037,-0.07330363531703561,-0.28027519718079164,-0.07297198637849986,Regenschauern
vereinzelt regenschau,2.134163584917328,0.8184536357682037,-0.07330363531703561,-0.28027519718079164,-0.07297198637849986,vereinzelt regenschau
diese geh,2.1229223547901133,0.8037482542226332,-0.06802243760860968,-0.27499399947236547,-0.06769078867007391,diese geh
geh jedoch,2.1199410141366455,0.7997851506010862,-0.06661709367697179,-0.2735886555407278,-0.06628544473843606,geh jedoch
nördli…,2.1088941755991955,0.7848627621155493,-0.06139255161301099,-0.26836411347676686,-0.06106090267447523,nördli…
jedoch nördli…,2.1088941755991955,0.7848627621155493,-0.06139255161301099,-0.26836411347676686,-0.06106090267447523,jedoch nördli…
nördli… wintereinbruch,2.105492203616498,0.7801901487930127,-0.059778094647980985,-0.2667496565117368,-0.05944644570944529,nördli… wintereinbruch
vereinzelt…,2.0500830912284522,0.698469218766999,-0.03310915353604955,-0.2400807153998053,-0.03277750459751366,vereinzelt…
bedeckt vereinzelt…,2.0500830912284522,0.698469218766999,-0.03310915353604955,-0.2400807153998053,-0.03277750459751366,bedeckt vereinzelt…
+1557,2.04741234708472,0.6942394445305902,-0.03180555500267495,-0.2387771168664307,-0.031473906064139065,+1557
vereinzelt… +1557,2.04741234708472,0.6942394445305902,-0.03180555500267495,-0.2387771168664307,-0.031473906064139065,vereinzelt… +1557
+1557 chars,2.0462124923166614,0.692329733104605,-0.03121934847448022,-0.2381909103382361,-0.03088769953594454,+1557 chars
griner russland,3.3000299775385646,-0.42162210078051016,-0.509160381434352,0.3292267300046857,-0.5088287324958163,griner russland
russland biet,2.6673745344321147,-0.20878521644478276,-0.2963234970986247,0.2173992381219341,-0.29599184816008883,russland biet
Gefangenenaustausch,2.509640814182562,-0.14783018923107857,-0.2353684698849202,0.17783670686002553,-0.2350368209463846,Gefangenenaustausch
biet gefangenenaustausch,2.509640814182562,-0.14783018923107857,-0.2353684698849202,0.17783670686002553,-0.2350368209463846,biet gefangenenaustausch
gefangenenaustausch usa,2.2916893875112176,-0.056979817632466616,-0.14451809828630835,0.11073138619318341,-0.14418644934777256,gefangenenaustausch usa
usa die,2.2591363786402887,-0.0426731551543776,-0.13021143580821948,0.09914832054265764,-0.12987978686968374,usa die
zweifache,2.2433470959791966,-0.03565953812545178,-0.1231978187792935,0.09335899129033705,-0.1228661698407578,zweifache
die zweifach,2.2433470959791966,-0.03565953812545178,-0.1231978187792935,0.09335899129033705,-0.1228661698407578,die zweifach
Basketball-Olympiasiegerin,2.239662139715483,-0.034015572253468296,-0.12155385290730988,0.09199122201134405,-0.12122220396877426,Basketball-Olympiasiegerin
zweifach basketball-olympiasiegerin,2.239662139715483,-0.034015572253468296,-0.12155385290730988,0.09199122201134405,-0.12122220396877426,zweifach basketball-olympiasiegerin
basketball-olympiasiegerin brittney,2.4936906575625284,-0.14145435315348265,-0.22899263380732446,0.17346214367670137,-0.22866098486878875,basketball-olympiasiegerin brittney
Cannabisöl,2.7855689452513013,-0.2521426899005111,-0.3396809705543529,0.24324957031695885,-0.3393493216158171,Cannabisöl
russland cannabisöl,2.5654670470258623,-0.16983109490455553,-0.2573693755583971,0.19257780046507558,-0.25703772661986146,russland cannabisöl
erwischt,2.406697396886213,-0.10594598119113073,-0.19348426184497244,0.14821180508573747,-0.19315261290643662,erwischt
cannabisöl erwisch,2.406697396886213,-0.10594598119113073,-0.19348426184497244,0.14821180508573747,-0.19315261290643662,cannabisöl erwisch
erwisch dafür,2.2722290278046353,-0.048451848516691064,-0.1359901291705328,0.10386305271493607,-0.13565848023199698,erwisch dafür
dafür strafkolonie,2.2194286098666867,-0.024940328059320487,-0.11247860871316223,0.08436588107370534,-0.11214695977462658,dafür strafkolonie
jetzt biet,2.168639535841718,-0.001790577180362894,-0.08932885783420483,0.06432324446508102,-0.08899720889566906,jetzt biet
biet moskau,2.1549974733722292,0.004519900647317144,-0.08301838000652453,0.0587071107985177,-0.08268673106798878,biet moskau
Austausch,2.133445162330603,0.014571331587144524,-0.07296694906669718,0.04962161504229921,-0.07263530012816154,Austausch
moskau austausch,2.133445162330603,0.014571331587144524,-0.07296694906669718,0.04962161504229921,-0.07263530012816154,moskau austausch
berüchtigten,2.0994701298010674,0.030624458004061446,-0.05691382264978039,0.03474332957596873,-0.05658217371124471,berüchtigten
austausch berüchtigt,2.0994701298010674,0.030624458004061446,-0.05691382264978039,0.03474332957596873,-0.05658217371124471,austausch berüchtigt
Kriminellen,2.0866465769792404,0.03675118300143951,-0.050787097652402365,0.02894199547874132,-0.050455448713866584,Kriminellen
berüchtigt kriminell,2.0866465769792404,0.03675118300143951,-0.050787097652402365,0.02894199547874132,-0.050455448713866584,berüchtigt kriminell
Gefängnisstrafe,2.0754532278700446,0.04212989885154244,-0.045408381802299246,0.02379143354646816,-0.045076732863763555,Gefängnisstrafe
gefängnisstrafe cannabisöl,2.0607065469795276,0.04926054378668157,-0.0382777368671604,0.01687884530178498,-0.037946087928624556,gefängnisstrafe cannabisöl
cannabisöl laut,2.053005359667682,0.05300470306829639,-0.03453357758554534,0.01321003461211647,-0.03420192864700967,cannabisöl laut
laut anwalt,2.0465634911377335,0.05614741102924168,-0.03139086962460013,0.010109472598490227,-0.031059220686064436,laut anwalt
anwalt geh,2.041675353363283,0.058538729291082905,-0.02899955136275904,0.00773720387929831,-0.02866790242422331,anwalt geh
Basketballerin,2.035627770888026,0.06150519350814544,-0.0260330871456961,0.00477860133275322,-0.025701438207160438,Basketballerin
geh basketballerin,2.035627770888026,0.06150519350814544,-0.0260330871456961,0.00477860133275322,-0.025701438207160438,geh basketballerin
basketballerin umstand,2.0269955771949366,0.06575476623203416,-0.021783514421807572,0.0005095716195380232,-0.02145186548327193,basketballerin umstand
entsprechend,2.0228522732660412,0.06780091982963318,-0.019737360824208544,-0.0015589755640273498,-0.01940571188567283,entsprechend
umstand entsprechend,2.0228522732660412,0.06780091982963318,-0.019737360824208544,-0.0015589755640273498,-0.01940571188567283,umstand entsprechend
entsprechend gut,2.017822725959773,0.0702903800830546,-0.0172479005707873,-0.004087199082836511,-0.016916251632251585,entsprechend gut
versuche,2.0145535728673813,0.0719118328277248,-0.015626447826117013,-0.005740741349129578,-0.015294798887581387,versuche
gut versuch,2.0145535728673813,0.0719118328277248,-0.015626447826117013,-0.005740741349129578,-0.015294798887581387,gut versuch
versuch stark,2.0107712243135243,0.073791109585554,-0.013747171068287965,-0.0076640040662701555,-0.013415522129752123,versuch stark
stark bleib,2.00783651504264,0.07525167004973961,-0.012286610604102294,-0.009163813077794136,-0.01195496166556658,stark bleib
bleib neu,1.9973286517297275,0.08049883813623684,-0.007039442517604967,-0.014588836723345745,-0.006707793579069285,bleib neu
Umgebung,1.9957441533396754,0.08129246176924698,-0.00624581888459464,-0.01541441893606045,-0.005914169946059033,Umgebung
neu umgebung,1.9957441533396754,0.08129246176924698,-0.00624581888459464,-0.01541441893606045,-0.005914169946059033,neu umgebung
eingewöhne,1.9934455974003917,0.08244485427864429,-0.0050934263751972585,-0.016615601001619646,-0.004761777436661638,eingewöhne
umgebung eingewöhn,1.9934455974003917,0.08244485427864429,-0.0050934263751972585,-0.016615601001619646,-0.004761777436661638,umgebung eingewöhn
+540,1.9895741543528813,0.08438882870407882,-0.003149451949763119,-0.018648302240153278,-0.0028178030112273474,+540
+540 chars,1.988416838046537,0.08497068841226185,-0.0025675922415800104,-0.01925829351994915,-0.0022359433030442687,+540 chars
gas-pipeline staatsanwalt,2.158729132948638,0.0027897675870575227,-0.08474851306678438,0.06025355013630867,-0.08441686412824859,gas-pipeline staatsanwalt
bestätig nord-stream-leck,2.216335978845889,-0.023545920642042664,-0.11108420129588441,0.08318290391180362,-0.11075255235734865,bestätig nord-stream-leck
nord-stream-leck sabotage,2.3200274391831677,-0.06926956108914188,-0.15680784174298365,0.12044604773024413,-0.15647619280444802,nord-stream-leck sabotage
sabotage ende,2.3875214648383767,-0.09794633208729504,-0.18548461274113676,0.1423069459200999,-0.18515296380260116,sabotage ende
september explosion,3.3000299775385646,-0.42162210078051016,-0.509160381434352,0.3292267300046857,-0.5088287324958163,september explosion
explosion insgesamt,2.58739851032253,-0.17834348300522695,-0.2658817636590687,0.19813815144034658,-0.265550114720533,explosion insgesamt
insgesamt vier,2.42799866462442,-0.11475787145389889,-0.2022961521077406,0.15462217399993752,-0.20196450316920492,insgesamt vier
leck nord,2.216335978845889,-0.023545920642042664,-0.11108420129588441,0.08318290391180362,-0.11075255235734865,leck nord
stream entdeck,2.225840399535416,-0.027825100207730498,-0.11536338086157244,0.08680359529286906,-0.1150317319230367,stream entdeck
kurz darauf,2.168639535841718,-0.001790577180362894,-0.08932885783420483,0.06432324446508102,-0.08899720889566906,kurz darauf
darauf sabotage,2.1461876946019003,0.008616348833542896,-0.07892193182029879,0.05502530037205563,-0.07859028288176295,darauf sabotage
sabotage vermut,2.1319561757752945,0.015269501113415932,-0.07226877954042572,0.04898404650821401,-0.07193713060189005,sabotage vermut
Analysen,2.118156486989015,0.021763322983708443,-0.06577495767013335,0.04301282370585264,-0.0654433087315976,Analysen
analyse ermittlung,2.1027042295204046,0.02908520709187242,-0.05845307356196936,0.036190002369633274,-0.05812142462343365,analyse ermittlung
ermittlung komm,2.089447445780174,0.035409800740581684,-0.05212847991326014,0.030218063292412917,-0.0517968309747244,ermittlung komm
komm schluß,2.069233212733441,0.04513134173280271,-0.0424069389210391,0.02089359971923215,-0.04207528998250328,komm schluß
Stockholm,2.419567164568308,-0.11127921480200301,-0.19881749545584484,0.152103210661559,-0.19848584651730916,Stockholm
schluß schwedisch,2.002646298180454,0.07783999669345402,-0.00969828396038787,-0.011832636910599211,-0.009366635021852174,schluß schwedisch
Explosio…,1.988188224262374,0.08508566778830372,-0.0024526128655379432,-0.019378917945389543,-0.0021209639270023495,Explosio…
ermittlung explosio…,1.988188224262374,0.08508566778830372,-0.0024526128655379432,-0.019378917945389543,-0.0021209639270023495,ermittlung explosio…
explosio… +966,1.9857337911033484,0.08632093786236927,-0.0012173427914724743,-0.020676630237725795,-0.0008856938529368408,explosio… +966
schluß staatsanwaltschaft,2.2133149516734654,-0.02218191806567918,-0.10972019871952102,0.08202276592221619,-0.10938854978098514,schluß staatsanwaltschaft
staatsanwaltschaft schweden,2.2916893875112176,-0.056979817632466616,-0.14451809828630835,0.11073138619318341,-0.14418644934777256,staatsanwaltschaft schweden
Sprengstoff,2.9047156079881877,-0.294026036336039,-0.38156431698988086,0.2665976082596542,-0.38123266805134504,Sprengstoff
schweden sprengstoff,2.3542819989543395,-0.08392634555745283,-0.1714646262112946,0.13175720504200883,-0.17113297727275892,schweden sprengstoff
löste,2.4788175153123917,-0.13547218637261002,-0.22301046702645175,0.16931460856873556,-0.22267881808791604,löste
sprengstoff lös,2.4788175153123917,-0.13547218637261002,-0.22301046702645175,0.16931460856873556,-0.22267881808791604,sprengstoff lös
lös nord-stream-explosion,2.58739851032253,-0.17834348300522695,-0.2658817636590687,0.19813815144034658,-0.265550114720533,lös nord-stream-explosion
nord-stream-explosion schweden,2.2916893875112176,-0.056979817632466616,-0.14451809828630835,0.11073138619318341,-0.14418644934777256,nord-stream-explosion schweden
Sabotageverdacht,2.7917037269687666,-0.25434261253374,-0.34188089318758175,0.24451432726425207,-0.34154924424904615,Sabotageverdacht
seh sabotageverdacht,2.7917037269687666,-0.25434261253374,-0.34188089318758175,0.24451432726425207,-0.34154924424904615,seh sabotageverdacht
sabotageverdacht grund,3.220337210247134,-0.3971766259991501,-0.4847149066529918,0.3181264406741497,-0.48438325771445606,sabotageverdacht grund
grund explosion,4.643909269908141,-0.7632470748347177,-0.8507853554885595,0.4506367564890894,-0.8504537065500237,grund explosion
explosion beiden,3.0676490209906704,-0.3486020252697264,-0.43614030592356823,0.29485142504584244,-0.43580865698503246,explosion beiden
beiden nord-stream-gaspipeline,2.9204332409684794,-0.29942252371584693,-0.3869608043696887,0.2694971702555372,-0.3866291554311529,beiden nord-stream-gaspipeline
ostsee bestätig,2.5602776334622503,-0.16780625142906513,-0.25534453208290697,0.19124358243800224,-0.2550128831443711,ostsee bestätig
leitung sei,2.448713614610021,-0.12325337965237777,-0.21079166030621965,0.16071096222798786,-0.21046001136768394,leitung sei
Reste,2.430830793651879,-0.11592363755971517,-0.20346191821355694,0.15546295624123518,-0.2031302692750212,Reste
sei rest,2.430830793651879,-0.11592363755971517,-0.20346191821355694,0.15546295624123518,-0.2031302692750212,sei rest
rest sprengstoff,2.4041917911424724,-0.1049043417467939,-0.19244262240063578,0.1474475676260853,-0.19211097346210002,rest sprengstoff
gefunden,2.3764646497538346,-0.09330449028854595,-0.18084277094238774,0.13884270469060545,-0.1805111220038521,gefunden
sprengstoff find,2.3764646497538346,-0.09330449028854595,-0.18084277094238774,0.13884270469060545,-0.1805111220038521,sprengstoff find
find werd,2.3683751268927224,-0.08989466779509739,-0.1774329484489392,0.13627995244330726,-0.1771012995104035,find werd
teil staatsanwaltschaft,2.127614624375829,0.017307994241755546,-0.07023028641208635,0.047117609894232575,-0.06989863747355055,teil staatsanwaltschaft
staatsanwaltschaft land,2.166587085959569,-0.000843706248553715,-0.08838198690239533,0.06348482052698956,-0.08805033796385975,staatsanwaltschaft land
land stockholm,2.188940416985364,-0.011108147132119602,-0.09864642778596144,0.07249453358296998,-0.09831477884742568,land stockholm
+1244,2.0779098617304714,0.04094693743260874,-0.04659134322123312,0.02492887508855579,-0.04625969428269743,+1244
teil +1244,2.0779098617304714,0.04094693743260874,-0.04659134322123312,0.02492887508855579,-0.04625969428269743,teil +1244
+1244 chars,2.073066072020968,0.04328074614908875,-0.04425753450475318,0.02268233326018082,-0.04392588556621738,+1244 chars
gasspeicher verband,2.719722533782381,-0.2282204137124789,0.901797479662798,-0.5227302562300765,-0.3154270454277849,gasspeicher verband
verband ohne,2.565967471674026,-0.1700261376934389,0.8317591749747415,-0.46453598021103665,-0.25723276940874507,verband ohne
Extremkälte,2.5100173179100813,-0.14798020093240052,0.8027363461982144,-0.4424900434499982,-0.23518683264770668,Extremkälte
ohne extremkälte,2.5100173179100813,-0.14798020093240052,0.8027363461982144,-0.4424900434499982,-0.23518683264770668,ohne extremkälte
extremkälte komm,2.416459717800127,-0.10999409076467218,0.7490311473135729,-0.40450393328226997,-0.1972007224799783,extremkälte komm
gut winter,2.5909855043390215,-0.17972885519084802,0.8440743167726665,-0.47423869770844573,-0.266935486906154,gut winter
winter angesichts,2.3457171403417814,-0.08028172016944328,0.7033631163824768,-0.374791562687041,-0.16748835188474945,winter angesichts
Wetterprognosen,2.4227604135355105,-0.11259810509952115,0.7528732729812206,-0.4071079476171188,-0.1998047368148272,Wetterprognosen
angesichts wetterprognose,2.4227604135355105,-0.11259810509952115,0.7528732729812206,-0.4071079476171188,-0.1998047368148272,angesichts wetterprognose
wetterprognose blick,2.565967471674026,-0.1700261376934389,0.8317591749747415,-0.46453598021103665,-0.25723276940874507,wetterprognose blick
blick deutsch,2.7997828794409387,-0.257232419364473,0.9335672165894371,-0.5517422618820707,-0.344439051079779,blick deutsch
gasspeicherbetreiber optimistisch,2.5790250537672077,-0.17510198962656703,0.8382354952521297,-0.4696118321441647,-0.262308621341873,gasspeicherbetreiber optimistisch
optimistisch kommend,2.4044643475393834,-0.1050177024818278,0.7416192071419851,-0.3995275449994255,-0.19222433419713383,optimistisch kommend
kommend winter,2.9012031217422445,-0.29281606877087624,0.9700296000799981,-0.5873259112884739,-0.3800227004861821,kommend winter
auch aktuell,2.6075197426283006,-0.18609002758864346,0.8520029753468676,-0.4805998701062411,-0.2732966593039495,auch aktuell
aktuell stand,2.7997828794409387,-0.257232419364473,0.9335672165894371,-0.5517422618820707,-0.344439051079779,aktuell stand
stand gasspeicher,3.511260809706808,-0.4836657262705026,1.1285151959222322,-0.7781755687881002,-0.5708723579858087,stand gasspeicher
gasspeicher spiel,2.744014953226381,-0.23711270752205488,0.9117414697852705,-0.5316225500396525,-0.3243193392373609,gasspeicher spiel
Bewertung,2.892900946696056,-0.28995033469710796,0.6607662124335075,-0.5844601772147056,0.3123368486155588,Bewertung
spiel bewertung,2.5100173179100813,-0.14798020093240052,0.8027363461982144,-0.4424900434499982,-0.23518683264770668,spiel bewertung
bewertung rolle,2.4911182235918132,-0.1404222436943628,0.7924375095543269,-0.4349320862119604,-0.22762887540966886,bewertung rolle
gasspeicherbetreiber blick,2.4822701510396965,-0.1368640731994182,0.7875247198927522,-0.4313739157170159,-0.22407070491472433,gasspeicherbetreiber blick
Versorgungslage,2.387831097571375,-0.09807601161540759,0.7311247824260105,-0.39258585413300523,-0.1852826433307136,Versorgungslage
blick versorgungslage,2.387831097571375,-0.09807601161540759,0.7311247824260105,-0.39258585413300523,-0.1852826433307136,blick versorgungslage
versorgungslage winter,2.3088386499016167,-0.0644351973994715,0.6775380938592241,-0.3589450399170692,-0.15164182911477747,versorgungslage winter
zuversichtlich,2.2874056193313814,-0.05510880625440546,0.661823198536401,-0.34961864877200305,-0.14231543796971155,zuversichtlich
winter zuversichtlich,2.2874056193313814,-0.05510880625440546,0.661823198536401,-0.34961864877200305,-0.14231543796971155,winter zuversichtlich
Treten,2.2477775246201075,-0.037632509464413495,0.6312807676136337,-0.3321423519820112,-0.12483914117971955,Treten
tret extrem,2.222349329556698,-0.02625544112926566,0.6105849699808854,-0.3207652836468633,-0.11346207284457183,tret extrem
extrem temperatur,2.207292591599592,-0.01945724108827897,0.5978954465245269,-0.3139670836058768,-0.10666387280358515,extrem temperatur
temperatur komm,2.181821875092094,-0.007850798545426177,0.575645468347457,-0.3023606410630237,-0.09505743026073224,temperatur komm
2022/23,2.140811203387431,0.011124627543772452,0.5375785937545662,-0.2833852149738254,-0.07608200417153382,2022/23
winter 2022/23,2.140811203387431,0.011124627543772452,0.5375785937545662,-0.2833852149738254,-0.07608200417153382,winter 2022/23
tei…,2.1332434397744118,0.014665888549301311,0.5302286477051313,-0.2798439539682964,-0.07254074316600471,tei…
2022/23 tei…,2.1332434397744118,0.014665888549301311,0.5302286477051313,-0.2798439539682964,-0.07254074316600471,2022/23 tei…
+3547,2.1284973354928076,0.016893197291882833,0.5255645404368571,-0.2776166452257148,-0.07031343442342305,+3547
tei… +3547,2.1284973354928076,0.016893197291882833,0.5255645404368571,-0.2776166452257148,-0.07031343442342305,tei… +3547
+3547 chars,2.123968843559441,0.01902301723847963,0.5210743476387661,-0.275486825279118,-0.06818361447682643,+3547 chars
100 milliarde,2.2154334707833465,-0.023138630468094407,0.6047978137404937,-0.31764847298569204,-0.11034526218340053,100 milliarde
euro einsparung,2.2456387459351035,-0.036680548320489094,0.6295743350690772,-0.33119039083808677,-0.12388718003579527,euro einsparung
einsparung möglich,2.2764171960172934,-0.05029335000532077,0.6535529883403857,-0.3448031925229184,-0.13749998172062672,einsparung möglich
möglich bei,2.30558489583371,-0.06302494341003252,0.6751869610434114,-0.35753478592763027,-0.15023157512533875,möglich bei
bei mild,2.341625310487003,-0.07853581364049125,0.7005701101246837,-0.3730456561580891,-0.16574244535579738,bei mild
mild winter,2.372619314697922,-0.09168508918928178,0.7212990568423605,-0.3861949317068797,-0.17889172090458788,mild winter
löst,2.410364747233357,-0.10746863169717505,0.7452811496787114,-0.40197847421477284,-0.19467526341248123,löst
winter lös,2.410364747233357,-0.10746863169717505,0.7452811496787114,-0.40197847421477284,-0.19467526341248123,winter lös
lös rezession,2.5201323426265807,-0.15200196530641735,0.8081423487241081,-0.44651180782401506,-0.23920859702172342,lös rezession
rezession luft,2.719722533782381,-0.2282204137124789,0.901797479662798,-0.5227302562300765,-0.3154270454277849,rezession luft
luft die,3.071264868934412,-0.34978003441815914,1.0233162062239558,-0.6442898769357568,-0.4369866661334653,luft die
obenhin,2.9809101432296257,-0.31991921932486705,0.9961164600989444,-0.6144290618424647,-0.4071258510401732,obenhin
deutschland obenhin,2.9809101432296257,-0.31991921932486705,0.9961164600989444,-0.6144290618424647,-0.4071258510401732,deutschland obenhin
obenhin voll,2.8879303007944466,-0.2882306349121438,0.9654764078888473,-0.5827404774297417,-0.3754372666274497,obenhin voll
voll verbrauch,2.7997828794409387,-0.257232419364473,0.9335672165894371,-0.5517422618820707,-0.344439051079779,voll verbrauch
verbrauch weniger,2.6920761896721133,-0.21800326188433483,0.8901369726360184,-0.5125131044019324,-0.3052098935996408,verbrauch weniger
weniger erdgas,2.6530345615750064,-0.20339465067331386,0.8730117099611415,-0.49790449319091157,-0.29060128238862004,weniger erdgas
Vorjahren,2.5824062958752623,-0.17641218533108952,0.8398950913842607,-0.4709220278486873,-0.2636188170463957,Vorjahren
erdgas vorjahr,2.5824062958752623,-0.17641218533108952,0.8398950913842607,-0.4709220278486873,-0.2636188170463957,erdgas vorjahr
vorjahr wetter,2.5280396206508953,-0.15513469713436454,0.8123182351595328,-0.4496445396519621,-0.24234132884967047,vorjahr wetter
wetter bisher,2.5003571829320133,-0.14412414308830135,0.7975048764686136,-0.43863398560589884,-0.23133077480360723,wetter bisher
bisher jahreszeit,2.4864330011916915,-0.13853970202990673,0.7898434568375474,-0.4330495445475042,-0.22574633374521283,bisher jahreszeit
jahreszeit milde,2.618764048841419,-0.1903930176333749,0.8573025979779324,-0.4849028601509728,-0.27759964934868114,jahreszeit milde
Möglich,2.494401386014182,-0.14173932321829066,0.7942454975758978,-0.43624916573588834,-0.2289459549335967,Möglich
